"        .==-.                                                                .. 
        -***+=:                                                           .=***-
        .***+**+-.            ..::::::::::::::::::::...                .-+*****:
         +***++**+-:      .::---------------:-------------::.       .-=***++*** 
         -#****+++++=-::-------=====+=======--------=====++++=---==++**++++**#= 
         .*#****+++++++==-===++++++++++++++=---::::-----====+++++======+++***#: 
          -***+++++++++==---=++++++++====--------::::::::--====++=---===++****  
           +#**+=======---::-========------------------:::::--===+=---=+++***:  
            +**+++===---::::-===-----:::::-----::---------::::---==---=++***=   
            .+****+==---::::----:::::::::::--------------===-:-------=++***=    
             .***+*++=====:::::::::::::::-----=------===+***+=-------=+***=     
              +*++++++==++-:.::::::::---===++**++==--=+*####**+=------==++      
              -*+=========:.::::::----=++***####*+==-+*####****+=----:--==      
              .=+====-=--:.:::::---==++*########**+==+*###***###*+=---:-==      
              .-=-==---::.:::::--==++*######**####*+++*###**###***+=--::-=.     
              .-==-=--:::::::::-==+*#####*****#####*++*###*+=---=**=-::::=-     
              :-====----:::::::-=+*##*==---==+*####*+=+*##+----:-*+==--:--==:   
             .:--===---::..:::-=+*###*=-----:-=*##**+=++***+=--=**+**+==-==+=.  
             .:---------:::--=+*#######*+=====+*#**++===++*++****++***+++===+=. 
            .::::----===-==++*#%%%##########********+=====+++++*++*#*****++++*- 
            .::::--===+++***##%%%%#%#########********+=====+++++++*#******+++*=.
            .:::--==+****#####%%%%%%%%####**********+++====++**++**********++++:
            .:::-==++***#####%%%##%%%%%##**#********+++++===+*****************= 
            .::::-=++***#######%%%%%%%%#####****###**+++++==++************+++*: 
       ......::::--=++**########%%%%%%%%%#####**####***+++++*********++***++*=  
     ..:.......:::-=++**########%%%%%%%%%%############*++====++****++*******=   
   ..:::........::--==+**###%%%%%%##%%%%#############*+=-::::---+**+******+:    
  .:::::::::.....::--=++**###%%%%%##%%%%####**#######=:::::::::::=*******+.     
 .::-::----::::...::-==++**###%%%%%##%#####***#######*-::::::::::=******=.      
  ..:::::::::::::...::-==++**##%%%%#######++**########+--:::::::=*++*+=:        
  .:---:::---::-::-::.::--=+*###%%%%%####*==+*########*+=-:::-=+**++-.          
   .:----==--::----::::.::-==+*####%%####**+=+**#####*+====+++***+-             
    .:---------::--::::--::::-==+*########****+++++*++*++***++=-:               
      ..:------------:------::::-===+**#######**********+++++=.                 
        .:--====---:::--::----::.:::---=++****####***++++++++:                  
.        ..:---------------:::::::----:::---==++=========--=+:                  
.         .::-===========-==------:::-:--:::::-----------====.                  
.          .:=========++==++=-+==+----------:::---------===+-                   
.           .::--=-==+===+++=-===+==-=-----------------===+=.                   
.            ...::-====++======+====-===--=-----------====+=                    
..           .....:--======+=++*========--=---------=====++:                    
....        ..  ...::--===++=+++=+=======-==--=---======++:                     
.....................:::-----===++++========--==-=======+:                      










































",Dog,d343.png
"              .:==+==-:..                                                       
           .--=*****#***+-                                                      
        .:---=****######*=-                                                     
        =-::-+****=-=###*-=                                                     
         -===+*##*+++##*++=                                                     
        .-+++*#########*=+=:                                                    
       .+***#########*#*:::-+-:-::...                                           
       +****###%%##****=:.:=++=+**=--=---:...                                   
       +##***#######***++++**+++***============--:.                             
       :*##**##*########**#**+++***+==+++++++++++==--:.          ....           
        :*#######*******###****+**+=++*+++++++++++==---::.  .:-==++++==--:      
          +#*####*#######*********++++++++++++++=======---::=+*********++=-:    
          -**#*############*******++**+++++++++*+++=====--=+++++++++*****++-:   
     -+*+++##***############******+++**++++++******++===--=+=======+++****+=-:  
   :+***+***##***#*******************+**==++*******++++==--====-. .-+++****+=-. 
.=+*+*+: ...:-+****##**++*******#*******++==+*********++========-:.-++*****+=:  
.--=-:     :=+*####*++******+++********++**+++***###******++***+***********=.   
          +##*##*=.    .::----++++++*********++*#######*++++*****+***++*+=-.    
          .:---:               ......::--==+++++=====--:..   ...  ...  ..       


















",Dog,d156.png
"                              .:------==-----------:..                          
                            :------=====--------======--:.                      
                         .-==============-================-:.                   
                       .-====+++++++==============+++++++++==-.                 
                      :===+++++++++++===========+++++++++++====:                
                    .-===+++++++++++++====-==++++++++++++++++===-.              
                  .:---++++********++++==-===+++++****++++++++====:             
                 :---=+++==++++*+++++++==--==+++*********++=++==-==-            
               .:--==+++=----==++++++++==-====++++++++++============-.          
  . ....      .:-=+++==--:::::--===++++======+++++====-------===++++=-:         
.........    .:=+++==::.......:--==+++++====++++++==--:::....::--=+**+=-        
.........    .-===-:.   ..  ..:-===++++======+++++++=-:...... ...:-=+*+=:       
 .           .:-:...    .  .:--==============++++++++=-:..      ...:-===:.      
              ............::------============++++==+==-:::.....::--===-:.      
              ........::::::::------===========++=======------:----=+++-..      
             .....:.::::::::::---------------======================++++-.       
             ......::::::::::::----:::::::-------================++++++-:.      
             .:....:::::::::::::::::::::::::-------======-=++====++++++-.       
             ::::::::::::::::::::::::::::::::-------====--==++==++++++=.        
             .:-:::::::::::::::::::::...:::::::::::---===--=+++++++++=-         
              :--:-:::::::::::::................::::--=======++++++===:         
              .:--::::-----::::..................::::---=====+++++++=:.         
              .:-:::::-----::......................::::--==+++**++==:           
               .::::::------:.......................:::-==+++++**+=-.           
                ....:-------:....     .....      .....:-==++++++++=:            
                   ..----==-:.         ...           :-==+++++====:             
                    .-=-===-:..  .                  .:-==++++=-:-:              
                     .------:........             ..::-==++++-:::               
                      .:----::....               ..:::-====++:.:.               
                       .:----::.......        ....::::---==+=:                  
                         .::::::.......     .....::::----==-.                   
                            .::::::.... .........:::::::::..                    
                             .---:::.....:::::.::..:..                          
                             :=--:::....::::::::-                               
                             -=---::::.:::--:::-=:                              
                             ==----:::::--------=-                              
                             ==-------:---------==                              
                            :+==----------------==-                             
                            :+===---==--===========:                            
                            =+=========-===========-                            
                           .+++====================-                            
                            =++====================-                            
                            :+++===================:                            
                             :=+++================:                             
                              .-=+==============-:                              
                                .-============-:                                
                                   .:---:-:::.                                  














































",Dog,d152.png
"                           .:::::::-::---:::::::..                              
                        .:--::::::::::::::::::::--:::.                          
                      .---::::::::.................::::.                        
                     :--::::.........................::-.                       
                    :--:::............................::-::.                    
                  :--:::...::......................:.....:::::::::.....         
                .::::::...::.....................::.............::::::::::..    
               :::::::...::............................................:::::-:: 
             .:::::::...:.............................................:::..:::::
            :::::::...........................................................:.
          .::::::::.........................................................::  
          :::::.:............................................................   
         :::::.:...................................................  ........   
        .::::..:.........  ......................... .....................      
       .:::...:..........   ............................................:.      
      .:::...:..........   ..   ......................... ................      
     .:::...::..........   .        ....................................        
    .:::...::...........          .............................   ..            
    ::.....:......... ..          ..........  ...                               
   ::..................                    ...                                  
  :::..................                   ...                                   
 ::...................                     .                                    
 ::..................                      ..                                   
 .::..::.::...................           ...                                    
 .::::-:............:::.....           ....                                     
  .:::-:..........  ...                  ..                                     
   ......                                 ..                                    
    .....                                  ..                                   
   .. ......                               ....                                 
     ......                                 ......                              
      ..                                      ......                            
                                                                                
                                                                                
                                                                                

































",Dog,d150.png
"                                           ..                        ..         
                                          ..  .                     ...         
                                          ..   ..                 .:...         
                                          ........ ..          .:::....         
                                          . .. .::.   ...::-==-:::..            
                                          .. .. .:.   :=++====+===+:            
                                           :.... .    .:-----=-:=++-            
                                           :-..  .   :---------:.-=+-           
                                            ..      :-==--:.   .::--:.          
                                             :.    .----:.      :--.  .         
                                            --.    :-::.  ..    .:-=.           
                                           :=:.   .::---:    ...:::-==:         
                                           :-:...:-:::--:.... .......:--.       
                                           :-::::----::::...     ....::::       
                                           --:--:---::..:.       .::.           
                                          .=-::.::.......       .:-:.  .-       
                                          :=-:. ...:::::.   . .:-:...  :=       
                   ....:-----:...        .==-::..::--===-.         .---==       
              .:-+**####%%%%%%#%##**=-. :+==-:::.::--===-:.     ..:--====:      
          .-=*##################%%%%%#+=++===-::::..:-==--:-.:::::---:-==+-     
        :=*#*########************####*+*++===-----:::--=--=-:-------::-==+*+.   
      .=*********++++++++++++++++***+=+++++==-----::::::---:-----::::--=+++*=   
     -****+++++++++++==++++++++++**+-=++++====----:::::::..--:--::::----=++++.  
   .+++++++++++++++++=====+++++++++--++++===--==-:-:::.::.::::-::.:-:-=+==++-   
  :++======+++++++++===-=====+++++=-===++++---------::.... .:--:-::--=+++++=    
:=++====+=++++**++++=------==+++=-=====-==-====-::::::::.. ..:::---====++===    
=+====+++++++++++++=---:::-==+=-:==--=--:----==----:::.:.  ..::---==+=-====+:   
++===++++++++=---=-:::::.:-==--.:------::-=---:-------:::.  ..:------===+==++   
++++*++++++=--::..:::::::----:::-=++=--::-=-------::::::::. ..:..::-==+++++++   
*+++++*++===--:...::-:----:=+++==+++===---=----=-----:::::.  ::.:-===++==++++:  
=+====+=-::-::...:--=++=:.:---.::-=++=====-::-::::::----:....::---===-:---=++*+:
-----==-:::::.:::---=+=:.         :-======----:::.           .::::---::::----=++































",Dog,d220.png
"  .:::::::::::.                                                     .::---::.   
.:::------------::.                                            ..:-----::::::   
 .:--========-------: .:.                                  .:--------------:-.  
   .==+++========---------:                       .:::-------------=======---.  
    =*++=+========------::--                      ----------------===========:  
    =*++=++=====-==--:::::---:                   .-:::::::--------====---====-. 
    =**++=-:::------::::::---==-::::::::..::::::-=--::::::--------------:-====: 
    -+++==--::::::::::.:---=======+++++===++++++====--::::----::::--------====-.
    :++++===-::.....::::---======+++=======++++++===----:::--:::....:::--====--.
     -+++++==-:::....:---===============-===+==+======---:::::......::--======: 
     .=++++==--:...::---==++++========---=========++===---:::.....:::--==++=-.  
      :=++++=-::..:---====+++==========--===============---::.....::::-=++==:   
      :=====-::..::--========+++=======-==================--::.....::-=++==-:   
     .--===-:::::--=====+====++++=====-====-=++++==========--::....:--====--:   
      -+==--::----=+++++++==========---=---==+=============---::....:::------.  
      :+=------===++++++=-------=-----==---======-===========--:::...::---==:   
      .-===-======++++=:.:..:-------===--------------=========--:::::::---==    
       :=+==+=========-::-::::-----==-----------:..:..-=========------:--=-.    
       :++=++=-=====-==-:....::---==-----=----:..::=-.:--==========-----==:     
       .++++======++++++=-------====---===---:.....::::---================.     
        .-=++===+++++++++++==--==========----:::::::-=+==-========+===+=:.      
         .=++==+++++++=+++++==============------===++++============+++==:       
          -++++++++++++++++=-=============-----==+++++==+++===+=====+=+-        
          :+++++++++++++++==============--------=+++====++++++++=====+=.        
          .+++++++==++++========--=====----------======+++++=+++=====+:         
          .++++++====++========----=--------------=====++++==+++====+=.         
           =+=+======+========--------------------=====+++==++=++=====          
           .=+==============-----:::--------------====+====++++++===+=          
            -===============----:::::::------------==========+++++=++-          
            .=+============-----:::::::::---------===========+++===++:          
             =+============-----:::::..::----------================+=.          
             =============------:::::.....:-=-------===============+-           
             =++====+=====----::::::::....:==------==++=============.           
            .=++=======--=:.... .....::...-----=-:-================+-           
            :++++==+++-----:............::-----=--=================++-          
            =+*+++++++=::::-:.........::---------====+=============+++-         
           -+**++++++++-::..::.........::.:::::-===+=++==========+++++-         
          .+***+++++++++=---::::.........::::-====+++++=========++++++=.        
           +******++++++++++++==--------::--===++++++++=======++++**+++-        
          :*******++=+++++++++*++==+==----=+++++++++++=======+++++++++=.        
          .+******+++==+++++++++++==+=====+**+++==++===-====++++++****+-        
           =******++++==++++++++++++======+*++++==+=========+++++++++*=.        
           -*****+**++++++*+++++++++++++===++=+++=======+++++++*****+=.         
           .*******+++****+++===+++++++++===++++===+==+=++++++++*****+          
            +********+*****+========+=======++===++++++++++++++*++***+:         
            -*******++****++==+=====+==++++++++++++=++++++*+++++*+++++-         
            -******+++****++++++++=+++++*+*+++++++==++++++*+++++++++++=.        
            -******+++*****+++++++++++++****+++++++=+++++**++++++++++++=        
            -++**++++*****+++++++++**+++++*++++++++++++++***==++++++++++.       
            -++*++++++++++++++++*+**++++++++++++++++++++++*+++=++++++++-        
            =*+++++=++*****++++****++++++++++++++++++++++++++++========:        
            =++++++++******+++*****+*+++++++++++++=++++++++++++========:        
            =++++++++**************++++++++++++++==++==+++++===========.        




















































",Dog,d159.png
"                        ..::-==+++++=-:.                                        
                    :=+++*#*****+++++++++=-:                                    
                :=+***+****===++++++++++++**+=.                                 
               :****+***+-:..:-===+++++++++++**+-                               
       ..:----==++++++++=-::::--=-=+++****++++++*+-.                            
   :------===++++++===++++==+=+************+++=-===++-.                         
 -==---::.:-=+++++++++++**+*+****************+=---===++-                        
.:-:..-:...-==++*+++++*********#******#******++----==-=++.                      
 .:::..::.:-=+++***********###*******###*****++==------=++                      
  .:...:.:--=+++++*********************#******+====----==+:                     
   ......:---===++++++++****************#*****++====--====+.                    
     ....::--===++++++++++++++****************++====---====:                    
         ...:-====++++++++==------=++********++====---===+=-                    
               ..::-===---:-=--.....:+*****+++=====--=======                    
               ::------::-=++=:.... .=++**+===--==-:--======:.                  
            .--=====-----++-::..... .=++*+========----=======++=:               
         .:-======--==-=-:........ :=++*++=+=======----:-==---=*=:.             
        :=======+=---:...  .    .:=+++*++++++========-------:.:-::-+:           
       .==========-:.    ....::-=+++++++++++++++====-:=======:    .:-:          
       -=======-::......::-=+++**++++++**+++++++====-:--===+++.                 
      -======-.....::::-++***+++++++++******+++=====-::-==+=+++.                
       -===-....:::..  =****+++==+++********++===-=+=:.-+=====+=.               
                      -#***+++++=++*******++===-..:--=:======+++=               
                     .++****+++++++***++++=-:=*+==+====++====++++:              
                     +**##*******++==+++++++++==-=++==++===+==++==              
                    :+##*+***=+**=:::+**+++++=..-=+==++=+++++++===.             
                    +*==+:=#*--=*=::-*+:::-+*+===-:=++++++++++====:             
                   .=+--#+**+++++**++#*+-:-*+++=.:=**++++++++++==-::            
                   :**+**=*+:=**+***=--+**=::-=+=+**+++++++++===-:--.           
                   -=+:=*-+#*+***+=*+--+*++==+++***+++++++++====-:--:           
                   :-+=++-+*=--+#*::-*#=::-=++++++++++++++++===-:-::::          
                    +****==*-:::+*=-+*++==++++++++++++++++++===--:::::-:..      
                    :********+++++++++++*+++++++++++++++++++===-::::::-====:    
                     =***++++++++++++***++++++++++++++++++++==--::::::---====   
                     ****+++++++++***++++********++++++++++==--:::::::----::-:  
                    .*****++++++++++**+++****+++======++++==---:-:::::---::----:
                    -******++===+**+++++++++==========+++==-==-:---::--:-----==.
                    =*****++++=..=**+++++++++++++++++++++====-:-----:---------=.
                    =*****++++=.  :+*++++++++++++==+****+++==--------==-------- 
                    =****++++=:    .=+++++++++++===****++++=-:-----===--------: 
                    -****++++-       :===+++++====+*****++==-------===---:---:. 
                    -****+++=.      .-=======+====+*****++=-:-:::--=---:::--::. 
                    -****+++-      -=+==+======--:+****++=--::.::--==-:::--:::  
                    -****++=.       .:.::::....  .+**+++==-...::::-=-:----:::.  
                    -****+=-                     .***++==-:...::::---::::::...  












































",Dog,d187.png
"                    .:---====-:.                                                
                .:=+====++++++++==-:.                                           
             .:-===+==========+++**+==-:.                                       
           .:-=-:::-=-==--=====--==++=-===.                                     
           -=+---:-------======--===*===++*=:                                   
          :--==-===++===============*+==++*#*=:                                 
          -::--==++++++++==---::=---=*==++++=++:                                
         .--==+++++++++++=--::..::--=***+*++--==--::.                           
        .=+******++++++++=--:--::---===++++=-::--=----:.                        
     :=+#####**++++++++=+==---===++-:-:-+=--:..: ...:--:                        
   :+*#####***+++++***+=++=====++++=---==:.....:    .:--.                       
 :=+++***####***++*##**+++++++++++=-::--:.....::  ...:--:                       
 -:.-==+*#%%###********+++++*+=--:::-=+-:.......    ....::                      
:+:.----::-+*#**+***#*+=======-:.::-++=::.....:.  ..    .:.                     
-++=-:---. .-++***#***+====---::::::--:.::....:. ..:.    ..                     
-+=--:--+*=--=+#####*+++++++=-::::::-:::-:.....  ..:.    .                      
 -===--:--=+****#*****##*+=====----::...--....   ..     .                       
  -==--::-=++**+******#*#+--:::--:.-...::....  ....    .                        
      :=---=----==+++****=-:....::..:.....:.  .......                           
     .++-::::::::::---=---:::....::--.::--:  ..........                         
    -**=-:..::::::::--==-::....::.-++==-=:   ............                       
 .+**++=----:::::----+=:::=+==--::---=--:   .....::::...:..                     
 +**+============---:-==++==-:..::...:..    .::::::::::::....                   
.***++++==-..     :=+===-:::.......         .:::::::::::::. ...                 
.+*+=-:.        .==----:...::.             .....:::::::::.........              
             .-+**+-:--::....              .......::::::::...:::...             
           :-=+=-::.::::-::.               .......:::::.:.. ..:::....      .:.  
        ......  :....::.::.             ...........:::.:..  ...::.....   .::..  
                ............         .............:::....    ..::........::..   
                 ..... ..........................::.....    ..............:..   
                  :......................::.....::....     ..................   
                  .::......................:..:::....     ...................   
                   .:::..... ...............::::....     ....................   
                     :::......:...........:.....         ...................... 
                      :::......................      ..      ....      .::::... 
                       :-:......:::::.........     ...      ...       ....::....
                        :::::............:...    ....     ..         ..  .:.....
                        ..::::..........::.....  ..                     ....:.. 
                       .........:::.::::::........                ..       .... 
                       ... . .......:::::::......                ..  .........  
                      ..... .  ....:::::::......      ...       ............ .  
                      .....      ......::...............        .::......   .   
                      ......      ............                   .::..     .    
                  .........       ...........                          .. .     
                ..::.......       :....:...                           .-:.      
              :.:...::....       .:.:::...                        . ..::        
             .-::...:..         .:.::::...                      ...:::.         
              ..:-:...          ::..::::.                   .......::.          
                              .::::....                   ...:....::.           
                             .:::.....                   .:.::...::.            
                           .::::.....                     .::::-::.             
                           ::::.....                         ::::               
                          :::::....                                             
                         :-:::::.                                               
                        :---::::                                                
                       :----:::.                                                
                      ---:::::.                                                 
                    .-=-----::.                                                 
                   .--::::-:::.                                                 
                   :-::...::::                                                  
                    :-:::::::.                                                  
                    .:::::-:                                                    
                      .:..                                                      






























































",Dog,d61.png
"                                                    .     . ..:=+*+=:           
                                              -=++*###########%%%%%%%*-         
                                           .-*%%%%%%###%%%%%%##%%%%%#%%+        
                                         :+#%%#%#*+**#############%%#*#%+       
                                      .-*##**###+==+##****#########*##*##*+-    
                                    .+##**++**#*==+*####**+=+*####*+--+*###%*-. 
                                   .*#*=-===+**++=+****+-:..:=*#####+-+=*####=. 
                                  -##++=====++++=-****+=====-+*###%%%##++#*##-  
                                  =*#*++=--===-==-+***+++==+*#***######**#*=:   
                                   -****+--==---=-+*+*****##*******+=-----+:    
                                    .-****==------===++*###********=:....:+*    
                                      =###*=----::-===++==+***##**+=-:...-*=:.  
                                      .-*#*+--::::--====::-=+***+==-:::::--  .  
                                     :--+##+-----------==:..:-=---:...:::.      
                                    +#%####*=======------=-::...::=-:::-=:      
                                  .+###*****+++=+=====-------:::::-====++=      
                                 -*#*******++=====++====--::::-----:---++       
                               -*#***+***+++=-----=--=+===---::--=**++*+:       
                            .+###*******++===------::--====---:--=+*##=.        
                           =###*******+++==---====----:::::-:----==*#+          
                         .+###***+++++++=====++====-==-:::::::-=++*##:          
                       :*######***++++====++++++====-=------::--+##*=.          
                      -*##*##********++++++++++++++==---====-:::-+#%+           
                   .-*%##*****+++********++++++++==+==----===:::-=*##=          
                 .=####*******+++*####********+++=======---===--=+#*-.          
               -+###**********+**#####********++++========---===+##:            
            .=*#***++++********#####**************++=======---==*##=            
          .=***++++++++++****###***********##********++=====--==*#*:            
         -*****+++++++++++*******+***************+++++++==----=+*#:             
      .-*******++++++++==+++*****++***********+++=====+++=--==+*#+              
    :=*****+***++++=======+*****++****+*****+++=========---==+**%-              
  :=****+++++**++++=======+++**+*********+++=====-======+====+*#%=              
.-+*++++++++++++++=======++++++++++*+++++====-----=-=========+*###.             
+***++++++++++++++======++++++++===++++===-=-----=--==------=+**##.             
****++++=======++=======++++++=========----------==------:-+++*#%=              
++***+++===============+++==========-------------------::-=+++##+.              
+++++++===================--:::------------:::-------:---=*++##-                
+++++++============-=====--:::::----------::::::::------=+++*#=                 
++++++++========-----=+=-:::::-==---------:::::----------=+*#-                  
+++++===========-----==-------====-------:::::-----------=+*+                   
+++++=========----------=========-------::::----------====+*+                   
+++++========--:--::::-+++=++====-----==::---------========*+                   
+=++========--:::::--:-+++++==----::--==------------======+*+                   
===========--:::::::::-+=++==---------=---------::::--==--=*+                   
======----=--:::::::::=======--------==---::---:-:::::-====*+                   
====---:------::::::::----===-::----====:    ----:::-:-====**                   
--==---::------::-::::--=====-------===:      ::::..    .-=+*:                  
-------::::::::::--::::----===------===.       ...       -=+*+                  
:-------:::::..:::::::::--====-::-===-:                 .-=++*.                 
















































",Dog,g1.png
"                               .:-----:.                                        
                      .:-------==========-::.                                   
                    :-========================--:::-------:::::.                
                  :-============================++++++++++======-:.             
   .:.         .:--============----------==================--::---=-            
   ..::.      :::-------=--===------------============----:::::---=+-           
   ....     .::::::--------===------:::::::--=========----::::--=====.          
            ::::::::::::---====----:.....   .:--======---::::--=++=---          
           .:::-:.    .:-===========::....  ..:--=====--:::::--=++=---:         
           .:-:.      .-=++++++++++++=-----::--=-======--::--=======---.        
           :--:.     .:=+++++++++++++======-----=======----=+++++=--++=-        
          .:--:::....:-===-----==+++++======---==========--++*****+=++*+=:      
          .------::::---::...::::-===+++================++++++******+=+*+=:     
          :-==---:----:....  ....:-====+++===========+==++**++***+***+----::    
         .-===-------:.  .    ..::---===++++==========++++++*+++++++++-   .::   
         :-===-------:..      ..::----===+++=====--===++++++++=====--.     .-.  
         :-=+==------::...   ....::---====+=====---===++*****+=----:..      .-  
          .=*+=-------:...........::::--==-====+====++++******+===----.      .: 
           +**+=------::..............:----=========++++++++++++====---:.     :.
          :*##*+------::..........:::--=====--========+++++====---==----:.      
         .=###*+=--------:::....::--------------============------===--:-::.    
       ..-+##*++=--=--------::::---------------============---=--=====-:...     
      ..:=*##*++=====------------:::-----------=====++++++++==++====-...:..     
        .-+***++===--------------------=------==+++++++++++**+++++==:           
     .. ..:=+++===---::---:::::::------------=++++++=+++++****++==-:.           
      ...  .:--=------------:-::------------=+++=====++++*****+==-              
        .....::----------::-:::--------=---=========+++++*+++*+=-.              
          ....:::::::::...---------====------=======+=+++**++*=:                
            .............:--------====-----:---===+++=+****+=:.                 
               ..........------------==----:--====++++++==-:                    
                     ....-------:-------==--:=====+++=---:..                    
                        .:----:::--------:::----=====:. .                       
                        ..:.::::::::---:....::.....-:                           
                         ..  .....::-:.                                         
                                ....                                            


































",Dog,d198.png
